,date,top_0
969,2018-03-15,three south korean crypto exchanges raided for diverting funds    bitcoin  
970,2018-03-16,france warns of 15 unauthorized cryptocurrency investment platforms    bitcoin  
971,2018-03-17,pr  the man who sold his house for bitcoin has joined the moneytoken advisory board    bitcoin  
972,2018-03-18,markets update  bears pull crypto prices near last bottom    bitcoin  
973,2018-03-19,israeli crypto companies banned from stock exchange indices    bitcoin  
974,2018-03-20,pr  wbf    blockchain set to heat up dubai     bitcoin  
975,2018-03-21,twitter and square ceo jack dorsey  bitcoin to be world s currency    bitcoin  
976,2018-03-22,here are 7 crypto comparison sites chasing coinmarketcap s crown    bitcoin  
977,2018-03-23,pr  bitcoin miner distributor blokforge opens us retail location    bitcoin  
978,2018-03-24,pr  etherspin   the gambling platform ico for long term investors    bitcoin  
979,2018-03-25,pr  waste to energy platform 4new to implement ocular kyc solution before completing crowdfunding sale    bitcoin  
980,2018-03-26,pr  deep aero s drone token pre sale starts on 30 march  2018    bitcoin  
981,2018-03-27,pr  ubank launches blockchain   based platform to enable mass consumer investment in cryptocurrency    bitcoin  
982,2018-03-28,   cryptoads  
983,2018-03-29,pr  decentralized messenger echt tokens listed on yobit and tidex exchanges    bitcoin  
984,2018-03-30,pr  chandler guo joins education ecosystem liveedu as advisor     bitcoin  
985,2018-03-31,russians owe 13  tax on their crypto incomes    bitcoin  
986,2018-04-01,ny legal firm launches cryptocurrency litigation tracker    bitcoin  
987,2018-04-02,pr  pablo escobar s brother sells out ico round 1 of dietbitcoin  ddx  cryptocurrency in just 1 week  starts ico round 2    bitcoin  
988,2018-04-03,never miss any critical bitcoin related news again with this easy guide    bitcoin  
989,2018-04-04,venezuela to use the petro to buy auto parts from russia    bitcoin  
990,2018-04-05,emin g n sirer discusses cryptocurrency academics and proof of stake    bitcoin  
991,2018-04-06,crypto self regulation deemed likely in south africa    bitcoin  
992,2018-04-07, private digital money  better than state issued  swiss central banker says    bitcoin  
993,2018-04-08,supporting multiple currencies  the price converter at   translates the  btc price into what s comfortable for you   bchpls
994,2018-04-09,pr  nimses   crypto that pays you for your time    bitcoin  
995,2018-04-10,missed friday s this week in bitcoin   download  amp  subscribe now for the l d on     that 51  attack    vitalik buterin vs craig wright    chinese mules  amp  otc    serial scammers busted in bangkok    get all that  amp  more       w  your host    
996,2018-04-11,corporations bypassing korean ico regulations with overseas subsidiaries    bitcoin  
997,2018-04-12,malta succeeds in attracting another cryptocurrency exchange  okex    bitcoin  
998,2018-04-13,yahoo  japan confirms entrance into the crypto space    bitcoin  
999,2018-04-14,here s lowdown on what s happened in the world of bitcoin this week   chinese communists adopt the blockchain  amp  jpmorgan chase is being sued   listen to  thisweekinbitcoin podcast to find out why now       bitcoin  bitcoinpodcastnetwork  
1000,2018-04-15,this week in bitcoin   chinese communists join the blockchain   jpmorgan chase face huge anti crypto lawsuit  litecoin debit card on the way   host     listen now      us on itunes we love your feedback   twib  bitcoinpodcast  crypto  worldnews
1001,2018-04-16,have you followed      and   yet    follow our other twitter accounts today and stay up to date   bchpls  bitcoin
1002,2018-04-17,spi solar to host 5 000 bitcoin miners for chinese vc fund 500 ipo    bitcoin  
1003,2018-04-18,bank of japan turns back on state issued cryptocurrency    bitcoin  
1004,2018-04-19,institutional demand for bitcoin and crypto resurges    bitcoin  
1005,2018-04-20,mt gox ceo mark karpeles lands new job   cto for cryptocurrency firm    bitcoin  
1006,2018-04-21,pr  green energy crypto   ico is now live    bitcoin  
1007,2018-04-22, coindaddy  another crypto rapper rhymes about bitcoin life    bitcoin  
1008,2018-04-23,russian government concerned crypto bill inadequate in many ways    bitcoin  
1009,2018-04-24,20  of financial institutions examining starting cryptocurrency trading soon    bitcoin  
1010,2018-04-25,markets update  bears return to crypto markets for some action    bitcoin  
1011,2018-04-26,controversy looms over bithumb coins    bitcoin  
1012,2018-04-27,us state shuts down cryptocurrency mining company    bitcoin  
1013,2018-04-28,memo innovation invigorates bitcoin cash proponents    bitcoin  
1014,2018-04-29,pr  leekico helps blockchain network connectivity project nkn to close successful crowdfunding    bitcoin  
1015,2018-04-30,pr  roger ver joins blockchain accelerator blockchainwarehouse    bitcoin  
1016,2018-05-01,sec official criticizes state of ico industry  open to regulated future    bitcoin  
1017,2018-05-02,interest in cryptocurrency derivatives drives cfd marketplace s revenues up 284     bitcoin  
1018,2018-05-03,cftc s christopher giancarlo criticizes outdated regulatory mandate    bitcoin  
1019,2018-05-04,a 51  attack on bitcoin means mutually assured destruction    bitcoin  
1020,2018-05-05,venezuela s president launches crypto funded youth bank  encourages mining farms    bitcoin  
1021,2018-05-06,bitcoin adoption continues  parking lots  supplies store  courses  boutique hotel    bitcoin  
1022,2018-05-07,pr  acorn collective   how the blockchain is being blended with crowdfunding  and making staggering results    bitcoin  
1023,2018-05-08,pr  askfm to tokenize social interactions  215 million users involved    bitcoin  
1024,2018-05-09,new hob podcast  ver s sci fi novel life  voorhees buys tucker s tie for  72k    bitcoin  
1025,2018-05-10,pr  skrumble network crowdfunding sells out in 1 hour with the help of leekico and announces first exchange listing    bitcoin  
1026,2018-05-11,  store adds more hot new items and amazon gift cards    bitcoin  
1027,2018-05-12,bch powered social media apps  launch new features    bitcoin  
1028,2018-05-13,zimbabwe bans all cryptocurrency activity  businesses have 2 month grace period    bitcoin  
1029,2018-05-14,ethereum futures in us one step closer as cme deal is struck    bitcoin  
1030,2018-05-15,bitcoin cash upgrade milestone complete  32mb and new features    bitcoin  
1031,2018-05-16,htc to launch its own cryptocurrency focused smartphone  exodus    bitcoin  
1032,2018-05-17,alec baldwin s lambo movie backed by crypto tech    bitcoin  
1033,2018-05-18,trust token blames bots for volatility of trueusd stablecoin    bitcoin  
1034,2018-05-19,china has found 421 fake cryptocurrencies    bitcoin  
1035,2018-05-20,pr  tutellus launches ico on the cryptonomos platform    bitcoin  
1036,2018-05-21,canadian regulator warns investors of five cryptocurrency firms    bitcoin  
1037,2018-05-22,moon missions and custom wallets  bitcoin community celebrates pizza day    bitcoin  
1038,2018-05-23,a hands on review of the keepkey hardware wallet    bitcoin  
1039,2018-05-24,us justice department investigates price manipulation in bitcoin market    bitcoin  
1040,2018-05-25,singapore warns eight unauthorized token exchanges    bitcoin  
1041,2018-05-26,  enables free bitcoin cash point of sale platform    bitcoin  
1042,2018-05-27,bogs and wojaks  how crypto memes help traders deal with the downturn    bitcoin  
1043,2018-05-28,pr  former head of strategy  amp  operations consulting at kpmg joins xinfin platform    bitcoin  
1044,2018-05-29,dominance of big banks in uk means london might miss the boat on bitcoin    bitcoin  
1045,2018-05-30,pr  patientory stiftung joins the enterprise ethereum alliance    bitcoin  
1046,2018-05-31,bittrex launches usd fiat trading    bitcoin  
1047,2018-06-01,meet cryptocribs a rental service that aims to decentralize airbnb    bitcoin  
1048,2018-06-02,pr  ontology announces triones seed node recruitment    bitcoin  
1049,2018-06-03,pr  the masternode foundation launches mano  its exclusive cryptocurrency    bitcoin  
1050,2018-06-04,tase shell company switches plans from  blockchain  to cannabis    bitcoin  
1051,2018-06-05,japan s gmo unveils specs and price of 7nm bitcoin mining rigs   on sale tomorrow    bitcoin  
1052,2018-06-06,bitcoin etf  firms team  reapply   200 000 price targets wall street institutions    bitcoin  
1053,2018-06-07,mining manufacturer obelisk announces asic friendly launchpad    bitcoin  
1054,2018-06-08,bitcoin cash roundup  new apps  announcements and developments    bitcoin  
1055,2018-06-09,south korea mulls over how to cash out state owned cryptocurrency    bitcoin  
1056,2018-06-10,icos have become a parody of themselves    bitcoin  
1057,2018-06-11,bitcoin cash innovation continues with the first on chain atomic bet    bitcoin  
1058,2018-06-12,reserve bank of india admits issuing crypto ban without research    bitcoin  
1059,2018-06-13,as bitcoin futures volumes increase credit agencies look to downgrade dealers    bitcoin  
1060,2018-06-14,william shatner joins bitcoin mining project  admits he doesn t quite get it    bitcoin  
1061,2018-06-15,cryptocurrency games have invaded the most popular app stores    bitcoin  
1062,2018-06-16,japanese police arrest coinhive users for violating law banning computer viruses    bitcoin  
1063,2018-06-17,the reasonable network    bitcoin  
1064,2018-06-18,six alternatives to an initial coin offering    bitcoin  
1065,2018-06-19,pr  bloomberg hosts  the future of cryptocurrencies     bitcoin  
1066,2018-06-20,tether shows law firm its funds but stops short of an audit    bitcoin  
1067,2018-06-21,bitcoin businesses denied banking services in ireland    bitcoin  
1068,2018-06-22,   bitcoinnews  
1069,2018-06-23,us secret service asks congress for help to prevent illicit use of privacy coins    bitcoin  
1070,2018-06-24,markets update  triple bottom confirmed  but where will it lead     bitcoin  
1071,2018-06-25,pr  ingot leads the formation of komorebi alliance    bitcoin  
1072,2018-06-26,if you can t beat them  join them   bitcoin is hiring regulators    bitcoin  
1073,2018-06-27,pr  byzantium launches all star blockchain event   top 10 point of trust    bitcoin  
1074,2018-06-28,indian women more bullish on crypto than men  invest twice as much    bitcoin  
